2023-04-25 14:51:16.969 [main] INFO  edu.nuist.ExperimentWebApplication - Starting ExperimentWebApplication using Java 1.8.0_311 on DESKTOP-MM7P5T2 with PID 9176 (D:\Projects\ActualProjects\experiment_ai-master\experiment-back\experiment-web\target\classes started by luwen in D:\Projects\ActualProjects\experiment_ai-master\experiment-back)
2023-04-25 14:51:16.972 [main] INFO  edu.nuist.ExperimentWebApplication - The following profiles are active: dao
2023-04-25 14:51:27.455 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8089 (http)
2023-04-25 14:51:27.555 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8089"]
2023-04-25 14:51:27.555 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 14:51:27.572 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.44]
2023-04-25 14:51:27.573 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.2.31] using APR version [1.7.0].
2023-04-25 14:51:27.573 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2023-04-25 14:51:27.573 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2023-04-25 14:51:28.027 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1l  24 Aug 2021]
2023-04-25 14:51:28.209 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 14:51:28.209 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 10972 ms
2023-04-25 14:51:29.603 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2023-04-25 14:51:29.689 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2023-04-25 14:51:30.733 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8089"]
2023-04-25 14:51:30.790 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8089 (http) with context path ''
2023-04-25 14:51:30.791 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2023-04-25 14:51:30.890 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2023-04-25 14:51:31.019 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2023-04-25 14:51:31.668 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: addStudentUsingPOST_1
2023-04-25 14:51:31.680 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getAllLessonsUsingPOST_1
2023-04-25 14:51:31.750 [main] INFO  edu.nuist.ExperimentWebApplication - Started ExperimentWebApplication in 16.136 seconds (JVM running for 24.309)
2023-04-25 14:52:23.787 [http-nio-8089-exec-4] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 14:52:23.787 [http-nio-8089-exec-4] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 14:52:23.789 [http-nio-8089-exec-4] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2023-04-25 14:52:24.079 [http-nio-8089-exec-2] ERROR edu.nuist.interceptor.JWTInterceptor - token过期
2023-04-25 14:52:24.079 [http-nio-8089-exec-3] ERROR edu.nuist.interceptor.JWTInterceptor - token过期
2023-04-25 15:03:39.440 [http-nio-8089-exec-8] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-04-25 15:03:39.700 [http-nio-8089-exec-8] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-04-25 15:03:57.005 [http-nio-8089-exec-6] WARN  o.s.w.s.m.support.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: Required request body is missing: public edu.nuist.entity.Result edu.nuist.controller.UserController.login(edu.nuist.entity.User)]
2023-04-25 15:04:12.763 [http-nio-8089-exec-1] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:12.764 [http-nio-8089-exec-4] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:24.683 [http-nio-8089-exec-2] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:24.683 [http-nio-8089-exec-3] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:38.321 [http-nio-8089-exec-7] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:38.321 [http-nio-8089-exec-5] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:40.928 [http-nio-8089-exec-8] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:40.928 [http-nio-8089-exec-9] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:43.579 [http-nio-8089-exec-10] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:04:43.579 [http-nio-8089-exec-6] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:05:38.811 [http-nio-8089-exec-1] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:05:38.811 [http-nio-8089-exec-2] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:05:45.208 [http-nio-8089-exec-7] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:05:45.208 [http-nio-8089-exec-3] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:06:26.354 [http-nio-8089-exec-5] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:06:26.354 [http-nio-8089-exec-9] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:07:11.561 [http-nio-8089-exec-8] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:07:11.561 [http-nio-8089-exec-10] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:07:48.318 [http-nio-8089-exec-6] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:07:48.318 [http-nio-8089-exec-4] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:07:57.529 [http-nio-8089-exec-2] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:07:57.529 [http-nio-8089-exec-1] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:09:21.999 [http-nio-8089-exec-5] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
2023-04-25 15:09:21.999 [http-nio-8089-exec-9] INFO  edu.nuist.interceptor.JWTInterceptor - token正确
